deliveryPeriodIndex,advertiserNumber,advertiserCategoryIndex,budget,CPAConstraint,realAllCost,realAllConversion,timeStepIndex,state,action,reward,reward_continuous,done,next_state
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,26.0,"(0.4583333333333333, 0.1990251507429574, 0.03140626425057012, 0.028409781198985462, 0.0927083015137076, 0.001765353749300542, 3.7473173667928195e-05, 0.008097766728495253, 0.07751827165200849, 0.0016836544568905756, 3.663003663003663e-05, 0.00353576294586597, 0.001659562367045724, 10653.0, 36866.0, 182780.0)",22.83902058347982,3.0,1.618284031665856,0,"(0.4375, 0.1544050870322248, 0.03199685650602064, 0.031528973992141995, 0.09078596279811944, 0.0017557363509137405, 5.966750459404854e-05, 0.01342903910624066, 0.07870122023383565, 0.0016369170481578576, 9.3870271285084e-05, 0.023237229694643338, 0.0016176506399967468, 8158.0, 29319.0, 193433.0)"
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,27.0,"(0.4375, 0.1544050870322248, 0.03199685650602064, 0.031528973992141995, 0.09078596279811944, 0.0017557363509137405, 5.966750459404854e-05, 0.01342903910624066, 0.07870122023383565, 0.0016369170481578576, 9.3870271285084e-05, 0.023237229694643338, 0.0016176506399967468, 8158.0, 29319.0, 193433.0)",15.987314408435912,0.0,0.0032159939775004,0,"(0.4166666666666667, 0.15434189119211275, 0.03148560924590522, 0.03149266502400231, 0.08883745744929421, 0.001744229208337324, 5.4695212544544496e-05, 0.012320167436011935, 0.07153829079586305, 0.0016303140330705867, 9.3870271285084e-05, 0.023174344180690906, 0.0016238605573233153, 13863.0, 27838.0, 201591.0)"
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,28.0,"(0.4166666666666667, 0.15434189119211275, 0.03148560924590522, 0.03149266502400231, 0.08883745744929421, 0.001744229208337324, 5.4695212544544496e-05, 0.012320167436011935, 0.07153829079586305, 0.0016303140330705867, 9.3870271285084e-05, 0.023174344180690906, 0.0016238605573233153, 13863.0, 27838.0, 201591.0)",19.184777290123098,0.0,0.19888676407329722,0,"(0.3958333333333333, 0.14961769864069946, 0.03146005493025582, 0.031639357195874775, 0.08700268790981845, 0.0017349700813362467, 5.048788850265646e-05, 0.011888501068062754, 0.06798397589685463, 0.0016336911881219289, 9.3870271285084e-05, 0.024524282199954426, 0.0016364572978882508, 12779.0, 32674.0, 215454.0)"
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,29.0,"(0.3958333333333333, 0.14961769864069946, 0.03146005493025582, 0.031639357195874775, 0.08700268790981845, 0.0017349700813362467, 5.048788850265646e-05, 0.011888501068062754, 0.06798397589685463, 0.0016336911881219289, 9.3870271285084e-05, 0.024524282199954426, 0.0016364572978882508, 12779.0, 32674.0, 215454.0)",23.021732748147677,4.0,2.9247235372214306,0,"(0.375, 0.06833197792499698, 0.03190391404707606, 0.03156312503094592, 0.08530898726926688, 0.0017279334539471042, 6.923972059786039e-05, 0.01776911348380748, 0.06522674366347413, 0.0016259894984027709, 0.00010433784594517045, 0.03368271953488582, 0.0016239564642437998, 14145.0, 34800.0, 228233.0)"
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,30.0,"(0.375, 0.06833197792499698, 0.03190391404707606, 0.03156312503094592, 0.08530898726926688, 0.0017279334539471042, 6.923972059786039e-05, 0.01776911348380748, 0.06522674366347413, 0.0016259894984027709, 0.00010433784594517045, 0.03368271953488582, 0.0016239564642437998, 14145.0, 34800.0, 228233.0)",16.115212923703382,0.0,0.15608670439777542,0,"(0.3541666666666667, 0.0651581612789648, 0.031521680057278546, 0.03166596330277184, 0.08365880892170811, 0.0017210016546335505, 6.462373922466968e-05, 0.016909709170252838, 0.06294421481136377, 0.0016280914398184552, 0.00010433784594517045, 0.03526787610721644, 0.0016550536004813349, 12975.0, 40787.0, 242378.0)"
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,31.0,"(0.3541666666666667, 0.0651581612789648, 0.031521680057278546, 0.03166596330277184, 0.08365880892170811, 0.0017210016546335505, 6.462373922466968e-05, 0.016909709170252838, 0.06294421481136377, 0.0016280914398184552, 0.00010433784594517045, 0.03526787610721644, 0.0016550536004813349, 12975.0, 40787.0, 242378.0)",16.115212923703346,0.0,0.8754119629426992,0,"(0.3333333333333333, 0.04779969939158669, 0.031218546376942293, 0.030172009312583705, 0.08229470892436438, 0.001716879901249037, 6.058475552312783e-05, 0.01733647469778641, 0.06189346665406342, 0.0016384891208711283, 0.00010433784594517045, 0.04094436042658891, 0.007209294717568603, 13040.0, 39899.0, 255353.0)"
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,32.0,"(0.3333333333333333, 0.04779969939158669, 0.031218546376942293, 0.030172009312583705, 0.08229470892436438, 0.001716879901249037, 6.058475552312783e-05, 0.01733647469778641, 0.06189346665406342, 0.0016384891208711283, 0.00010433784594517045, 0.04094436042658891, 0.007209294717568603, 13040.0, 39899.0, 255353.0)",9.287211052114342,1.0,3.639673784801851,0,"(0.3125, 0.0003773471810153523, 0.03332064609470761, 0.03993206231698819, 0.08425041282355962, 0.0020399631257384233, 6.153195323143898e-05, 0.018409789250027772, 0.07931039874359246, 0.0034961015940979125, 2.556237218813906e-05, 0.02139960949238912, 0.007180486079309914, 11121.0, 40160.0, 268393.0)"
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,33.0,"(0.3125, 0.0003773471810153523, 0.03332064609470761, 0.03993206231698819, 0.08425041282355962, 0.0020399631257384233, 6.153195323143898e-05, 0.018409789250027772, 0.07931039874359246, 0.0034961015940979125, 2.556237218813906e-05, 0.02139960949238912, 0.007180486079309914, 11121.0, 40160.0, 268393.0)",6.799923573595011,0.0,0.0105756973445226,0,"(0.2916666666666667, 0.0002673021150881167, 0.03418209667614443, 0.047484179770473846, 0.08448367559632299, 0.0023255477342701727, 5.811351138524792e-05, 0.0174070053964097, 0.08860800896939726, 0.005348278132453285, 2.556237218813906e-05, 0.019893486527194, 0.007226550245198497, 10805.0, 37136.0, 279514.0)"
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,34.0,"(0.2916666666666667, 0.0002673021150881167, 0.03418209667614443, 0.047484179770473846, 0.08448367559632299, 0.0023255477342701727, 5.811351138524792e-05, 0.0174070053964097, 0.08860800896939726, 0.005348278132453285, 2.556237218813906e-05, 0.019893486527194, 0.007226550245198497, 10805.0, 37136.0, 279514.0)",5.408294364833775,0.0,0.0132172178174639,0,"(0.2708333333333333, 0.00017526367505003626, 0.03444005532309973, 0.051621436369272716, 0.08435383744734859, 0.002583495234845348, 5.505490552286645e-05, 0.016500589296123736, 0.0953358562365977, 0.007205443680692338, 2.556237218813906e-05, 0.01204253382058947, 0.007197240549432008, 8911.0, 34966.0, 290319.0)"
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,35.0,"(0.2708333333333333, 0.00017526367505003626, 0.03444005532309973, 0.051621436369272716, 0.08435383744734859, 0.002583495234845348, 5.505490552286645e-05, 0.016500589296123736, 0.0953358562365977, 0.007205443680692338, 2.556237218813906e-05, 0.01204253382058947, 0.007197240549432008, 8911.0, 34966.0, 290319.0)",3.8692626229810934,0.0,0.0,0,"(0.25, 0.00017526367505003626, 0.0341104532492708, 0.03858602712512888, 0.08420275827069451, 0.002814182500574681, 5.230216024672313e-05, 0.015675559831317548, 0.0839327158044589, 0.0072014256246468065, 0.0, 0.00018159312529294555, 0.007241274709854356, 10844.0, 30837.0, 299230.0)"
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,36.0,"(0.25, 0.00017526367505003626, 0.0341104532492708, 0.03858602712512888, 0.08420275827069451, 0.002814182500574681, 5.230216024672313e-05, 0.015675559831317548, 0.0839327158044589, 0.0072014256246468065, 0.0, 0.00018159312529294555, 0.007241274709854356, 10844.0, 30837.0, 299230.0)",4.626477667300539,0.0,0.0281951599374582,0,"(0.22916666666666666, 3.3237998116826667e-06, 0.03408146003396883, 0.03347764018091524, 0.08376570339633803, 0.003024996415302284, 4.9811581187355364e-05, 0.014937887162600997, 0.07945787019642836, 0.007221688501494954, 0.0, 0.00012317775974880364, 0.007253037187034432, 10493.0, 30560.0, 310074.0)"
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,37.0,"(0.22916666666666666, 3.3237998116826667e-06, 0.03408146003396883, 0.03347764018091524, 0.08376570339633803, 0.003024996415302284, 4.9811581187355364e-05, 0.014937887162600997, 0.07945787019642836, 0.007221688501494954, 0.0, 0.00012317775974880364, 0.007253037187034432, 10493.0, 30560.0, 310074.0)",0.0,0.0,0.0,1,
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,38.0,"(0.20833333333333334, 3.3237998116826667e-06, 0.03253230275969752, 0.020449869858150182, 0.08306716948182932, 0.0032171800867446545, 4.754741840611194e-05, 0.014258892291573679, 0.07491827236687397, 0.007230517482106932, 0.0, 6.147792942333702e-05, 0.00725874898760689, 12689.0, 30248.0, 320567.0)",0.0,0.0,0.0,1,
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,39.0,"(0.1875, 3.3237998116826667e-06, 0.031117854813623714, 0.011167198575976457, 0.08251845757553877, 0.003392900473738665, 4.5480139344976636e-05, 0.013638940452809606, 0.07128978627450054, 0.007251020294831892, 0.0, 6.147792942333702e-05, 0.007340918811830772, 12292.0, 34026.0, 333256.0)",0.0,0.0,0.0,1,
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,40.0,"(0.16666666666666666, 3.3237998116826667e-06, 0.029821277529722728, 0.0, 0.08190584580101011, 0.003557401237825836, 4.358513353893594e-05, 0.013070651267275872, 0.0688868426337146, 0.007284234995490698, 0.0, 0.0, 0.007937765081925152, 13441.0, 35474.0, 345548.0)",0.0,0.0,0.0,1,
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,41.0,"(0.14583333333333334, 3.3237998116826667e-06, 0.028628426428533818, 0.0, 0.08224927544193598, 0.0037326157915898084, 4.1841728197378504e-05, 0.012547825216584839, 0.07625138581605138, 0.007512477627120938, 0.0, 0.0, 0.00801389703608855, 13532.0, 38422.0, 358989.0)",0.0,0.0,0.0,1,
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,42.0,"(0.125, 3.3237998116826667e-06, 0.02752733310435944, 0.0, 0.08222429954144106, 0.00389728045483976, 4.023243095901779e-05, 0.012065216554408498, 0.07996908794669194, 0.0077641936432814905, 0.0, 0.0, 0.007906132218676944, 16755.0, 39265.0, 372521.0)",0.0,0.0,0.0,1,
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,43.0,"(0.10416666666666667, 3.3237998116826667e-06, 0.026507802248642423, 0.0, 0.08213725100261914, 0.004045756446092989, 3.8742340923498616e-05, 0.011618356682022999, 0.08398849261549146, 0.007952598112230215, 0.0, 0.0, 0.0080384116729852, 15404.0, 43728.0, 389276.0)",0.0,0.0,0.0,1,
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,44.0,"(0.08333333333333333, 3.3237998116826667e-06, 0.025561095025476623, 0.0, 0.08200704315299444, 0.004188351275624854, 3.735868589051652e-05, 0.011203415371950748, 0.07998844074514837, 0.007986146975916897, 0.0, 0.0, 0.007858595373809698, 7701.0, 45691.0, 404680.0)",0.0,0.0,0.0,1,
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,45.0,"(0.0625, 3.3237998116826667e-06, 0.0246796779556326, 0.0, 0.08166566173025114, 0.004314911416941573, 3.607045534256767e-05, 0.010817090703952446, 0.07682413403327173, 0.00793437975515728, 0.0, 0.0, 0.007970713097117053, 6571.0, 39860.0, 412381.0)",0.0,0.0,0.0,1,
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,46.0,"(0.041666666666666664, 3.3237998116826667e-06, 0.023857022023778183, 0.0, 0.08137883593481793, 0.0044367714729474225, 3.486810683114875e-05, 0.010456521013820698, 0.07455310032460695, 0.007955906714637315, 0.0, 0.0, 0.007958006638350048, 6502.0, 29676.0, 418952.0)",0.0,0.0,0.0,1,
7.0,0.0,0.0,750.0,8.0,238.28781368636638,16.0,47.0,"(0.020833333333333332, 3.3237998116826667e-06, 0.023087440668172435, 0.0, 0.08117410918819665, 0.004550359704089442, 3.3743329191434276e-05, 0.010119213884342611, 0.0734000588500839, 0.0079291050364256, 0.0, 0.0, 0.007931732367379669, 6478.0, 20774.0, 425454.0)",0.0,0.0,0.0,1,
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,16.0,"(0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011480129727382035, 16332.0, 0.0, 0.0)",5.874707588733468,0.0,0.0,0,"(0.6458333333333334, 1.0, 0.006744240522909593, 0.006744240522909593, 0.1568118433615639, 0.0011480129727382035, 0.0, 0.0, 0.1568118433615639, 0.0011480129727382035, 0.0, 0.0, 0.0011507763797052077, 17777.0, 16332.0, 16332.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,17.0,"(0.6458333333333334, 1.0, 0.006744240522909593, 0.006744240522909593, 0.1568118433615639, 0.0011480129727382035, 0.0, 0.0, 0.1568118433615639, 0.0011480129727382035, 0.0, 0.0, 0.0011507763797052077, 17777.0, 16332.0, 16332.0)",6.114589564260941,0.0,0.0,0,"(0.625, 1.0, 0.006890382882526521, 0.006890382882526521, 0.13514537479551736, 0.0011493946762217056, 0.0, 0.0, 0.13514537479551736, 0.0011493946762217056, 0.0, 0.0, 0.001161389228937511, 20472.0, 34109.0, 34109.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,18.0,"(0.625, 1.0, 0.006890382882526521, 0.006890382882526521, 0.13514537479551736, 0.0011493946762217056, 0.0, 0.0, 0.13514537479551736, 0.0011493946762217056, 0.0, 0.0, 0.001161389228937511, 20472.0, 34109.0, 34109.0)",6.40715012362213,0.0,0.0,0,"(0.6041666666666666, 1.0, 0.007073986968937809, 0.007073986968937809, 0.12315428871434479, 0.0011533928604603074, 0.0, 0.0, 0.12315428871434479, 0.0011533928604603074, 0.0, 0.0, 0.0011492649708419482, 17390.0, 54581.0, 54581.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,19.0,"(0.6041666666666666, 1.0, 0.007073986968937809, 0.007073986968937809, 0.12315428871434479, 0.0011533928604603074, 0.0, 0.0, 0.12315428871434479, 0.0011533928604603074, 0.0, 0.0, 0.0011492649708419482, 17390.0, 54581.0, 54581.0)",6.798704812399824,0.0,0.0,0,"(0.5833333333333334, 1.0, 0.007258868548699781, 0.007430411223963177, 0.11483283843335335, 0.0011523608880557176, 0.0, 0.0, 0.10083983679061652, 0.0011538101931615554, 0.0, 0.0, 0.0011651305036202047, 26546.0, 55639.0, 71971.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,20.0,"(0.5833333333333334, 1.0, 0.007258868548699781, 0.007430411223963177, 0.11483283843335335, 0.0011523608880557176, 0.0, 0.0, 0.10083983679061652, 0.0011538101931615554, 0.0, 0.0, 0.0011651305036202047, 26546.0, 55639.0, 71971.0)",7.192188885753378,0.0,0.0,0,"(0.5625, 1.0, 0.007483062570677719, 0.007878182362778518, 0.10907233596074599, 0.001154914811168615, 0.0, 0.0, 0.09169031007089844, 0.0011585949011332214, 0.0, 0.0, 0.0011622922135603175, 23466.0, 64408.0, 98517.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,21.0,"(0.5625, 1.0, 0.007483062570677719, 0.007878182362778518, 0.10907233596074599, 0.001154914811168615, 0.0, 0.0, 0.09169031007089844, 0.0011585949011332214, 0.0, 0.0, 0.0011622922135603175, 23466.0, 64408.0, 98517.0)",7.72135064445411,0.0,0.0,0,"(0.5416666666666666, 1.0, 0.007731629764267757, 0.008389272559597706, 0.10341328783551308, 0.0011561443782338989, 0.0, 0.0, 0.08367228695668139, 0.0011588958960074903, 0.0, 0.0, 0.0011623783132619103, 23931.0, 67402.0, 121983.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,22.0,"(0.5416666666666666, 1.0, 0.007731629764267757, 0.008389272559597706, 0.10341328783551308, 0.0011561443782338989, 0.0, 0.0, 0.08367228695668139, 0.0011588958960074903, 0.0, 0.0, 0.0011623783132619103, 23931.0, 67402.0, 121983.0)",8.272190490941208,0.0,0.0,0,"(0.5208333333333334, 1.0, 0.008000741916492572, 0.008989906406882959, 0.09921831431157865, 0.0011570349403807576, 0.0, 0.0, 0.07839894881587904, 0.0011632670101474774, 0.0, 0.0, 0.0011579355643821052, 18200.0, 73943.0, 145914.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,23.0,"(0.5208333333333334, 1.0, 0.008000741916492572, 0.008989906406882959, 0.09921831431157865, 0.0011570349403807576, 0.0, 0.0, 0.07839894881587904, 0.0011632670101474774, 0.0, 0.0, 0.0011579355643821052, 18200.0, 73943.0, 145914.0)",8.916975785824802,0.0,0.0,0,"(0.5, 1.0, 0.008291309600573575, 0.009638387983733338, 0.09531774125972586, 0.001157147518380926, 0.0, 0.0, 0.07239341675802563, 0.001160868697068111, 0.0, 0.0, 0.0023463600377243575, 9639.0, 65597.0, 164114.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,24.0,"(0.5, 1.0, 0.008291309600573575, 0.009638387983733338, 0.09531774125972586, 0.001157147518380926, 0.0, 0.0, 0.07239341675802563, 0.001160868697068111, 0.0, 0.0, 0.0023463600377243575, 9639.0, 65597.0, 164114.0)",9.492360949181283,0.0,0.0,0,"(0.4791666666666667, 1.0, 0.009844774799933648, 0.014071064871265424, 0.09460384633377127, 0.0012892822427524185, 0.0, 0.0, 0.07698496333028763, 0.0015555579717894577, 0.0, 0.0, 0.0023739656336326594, 9027.0, 51770.0, 173753.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,25.0,"(0.4791666666666667, 1.0, 0.009844774799933648, 0.014071064871265424, 0.09460384633377127, 0.0012892822427524185, 0.0, 0.0, 0.07698496333028763, 0.0015555579717894577, 0.0, 0.0, 0.0023739656336326594, 9027.0, 51770.0, 173753.0)",9.989487967845777,0.0,0.030687707427351996,0,"(0.4583333333333333, 0.9997927203870997, 0.011231767433265566, 0.01877082697240255, 0.0927083015137076, 0.0013977505818404425, 0.0, 6.646726487205051e-05, 0.07751827165200849, 0.0019594204119130405, 0.0, 0.0002215575495735017, 0.002357445599090978, 10653.0, 36866.0, 182780.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,26.0,"(0.4583333333333333, 0.9997927203870997, 0.011231767433265566, 0.01877082697240255, 0.0927083015137076, 0.0013977505818404425, 0.0, 6.646726487205051e-05, 0.07751827165200849, 0.0019594204119130405, 0.0, 0.0002215575495735017, 0.002357445599090978, 10653.0, 36866.0, 182780.0)",10.55158420517127,0.0,0.0053007807042423,0,"(0.4375, 0.9997513397619404, 0.012472041825506775, 0.023620661091995312, 0.09078596279811944, 0.001484995583408673, 0.0, 7.749210829915211e-05, 0.07870122023383565, 0.0023592570901493316, 0.0, 0.0002841377304302244, 0.0023505259759085406, 8158.0, 29319.0, 193433.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,27.0,"(0.4375, 0.9997513397619404, 0.012472041825506775, 0.023620661091995312, 0.09078596279811944, 0.001484995583408673, 0.0, 7.749210829915211e-05, 0.07870122023383565, 0.0023592570901493316, 0.0, 0.0002841377304302244, 0.0023505259759085406, 8158.0, 29319.0, 193433.0)",11.300196487307142,0.0,0.0050748265024865,0,"(0.4166666666666667, 0.9997104696974497, 0.01364615545473837, 0.025050297419152535, 0.08883745744929421, 0.0015571231161169952, 0.0, 9.146427652354857e-05, 0.07153829079586305, 0.002360645736210726, 0.0, 0.0003658571060941943, 0.0023544206115100855, 13863.0, 27838.0, 201591.0)"
7.0,1.0,0.0,1350.0,7.0,1332.1524098889,146.0,28.0,"(0.4166666666666667, 0.9997104696974497, 0.01364615545473837, 0.025050297419152535, 0.08883745744929421, 0.0015571231161169952, 0.0, 9.146427652354857e-05, 0.07153829079586305, 0.002360645736210726, 0.0, 0.0003658571060941943, 0.0023544206115100855, 13863.0, 27838.0, 201591.0)",12.004104904213117,0.0,0.1599496371942865,0,"(0.3958333333333333, 0.9983490783911763, 0.014770505958928391, 0.026566301044471146, 0.08700268790981845, 0.0016184536926856946, 0.0, 0.0003951616155086392, 0.06798397589685463, 0.0023541307288365344, 0.0, 0.0014908094509639349, 0.002332702903085473, 12779.0, 32674.0, 215454.0)"
